titulo,data,resumo,link,operações,UF
 Rio: rede de saúde terceirizada tem salários atrasados e falta de remédio ,05/09/2017,"Recebendo menos por conta da crise, as OSs (empresas terceirizadas) repassam a conta para a população e para os funcionários. Mas as Organizações sociais não são classificadas como entidades filantrópicas, movidas apenas pelo interesse público?",https://www.ataqueaoscofrespublicos.com/noticias/rio-rede-de-saude-terceirizada-tem-salarios-atrasados-e-falta-de-remedio/,,RJ
 Falta de planejamento pode dar mais dinheiro para OS em Cubatão ,05/09/2017,"Segundo fontes ouvidas pelo Jornal A Tribuna, Prefeitura vai gastar mais dinheiro com terceirização para suprir médicos nas UBSs que tiveram fim do contrato com a OSS Revolução. Em resumo: vai dar mais dinheiro a empresas para tapar o buraco da própria incompetência. ",https://www.ataqueaoscofrespublicos.com/noticias/falta-de-planejamento-pode-dar-mais-dinheiro-para-oss-em-cubatao/,,SP
 Fim da linha para a FUABC em Santos? ,04/09/2017,Motivos não faltam para tirar a organização social da UPA Central e devolver o serviço para administração direta.,https://www.ataqueaoscofrespublicos.com/noticias/fim-da-linha-para-fuabc-em-santos/,,SP
 Cubatão culpa servidores pela incompetência do governo e caos na saúde terceirizada ,01/09/2017,Diretor de Atenção à Saúde alega que processos para agilizar escolha de nova OS foi prejudicado pela greve da categoria.,https://www.ataqueaoscofrespublicos.com/noticias/cubatao-culpa-servidores-pela-incompetencia-do-governo-e-caos-na-saude-terceirizada/,,
 Justiça manda Pró-Saúde indenizar terceirizados ,01/09/2017,Organização Social ainda terá de pagar uma indenização de R$ 100 mil por danos morais ao Fundo de Amparo ao Trabalhador (FAT). Prefeitura figura na sentença como subsidiária e terá de arcar com o prejuízo se a Pró-Saúde der o calote. ,https://www.ataqueaoscofrespublicos.com/noticias/justica-manda-pro-saude-indenizar-terceirizados/,,
 ONG desviou R$ 80 milhões de Guapimirim e MPRJ prende ex-prefeitos ,01/09/2017,Eles e mais três pessoas são acusadas de fraudes licitatórias e desvio de verbas públicas ,https://www.ataqueaoscofrespublicos.com/noticias/ong-desviou-r-80-milhoes-de-guapimirim-e-mprj-prende-ex-prefeitos/,,RJ
 Homologada a primeira delação premiada da operação Maus Caminhos ,31/08/2017,"Caso refere-se ao esquema que desviou R$ 100 milhões da Saúde do Estado do Amazonas, por meio da Organização Social Instituto Novos Caminhos (ICN)",https://www.ataqueaoscofrespublicos.com/noticias/homologada-primeira-delacao-premiada-da-operacao-maus-caminhos/,,AM
 Onze unidades de saúde de Cubatão têm atendimento suspenso ,31/08/2017,"Acabou o contrato com a OS ficha suja que geria boa parte das unidades. Por quase um mês, servidores serão remanejados e trabalharão sobrecarregados para dar conta da falta de planejamento da pasta. ",https://www.ataqueaoscofrespublicos.com/noticias/onze-unidades-de-saude-de-cubatao-tem-atendimento-suspenso/,,SP
" OS não paga terceirizados da UPA do Casqueiro, em Cubatão ",30/08/2017,Prefeitura diz que não repassou dinheiro porque terceirizada está com pendências na prestação de contas ,https://www.ataqueaoscofrespublicos.com/noticias/os-nao-paga-terceirizados-da-upa-do-casqueiro-em-cubatao/,,SP
 OS recebeu R$ 76 milhões superfaturados para fornecer café da manhã a presos ,30/08/2017,"Segundo TCE, pagamentos foram feitos sem nota fiscal ou comprovante de serviço",https://www.ataqueaoscofrespublicos.com/noticias/os-recebeu-r-76-milhoes-superfaturados-para-fornecer-cafe-da-manha-a-presos/,,RJ;SP
 Demora na UPA gerida pela FUABC volta a repercutir na imprensa de Santos ,30/08/2017,Pacientes reclamam de falta de médicos e espera de mais de 7 horas para atendimento,https://www.ataqueaoscofrespublicos.com/noticias/demora-na-upa-gerida-pela-fuabc-volta-repercutir-na-imprensa-de-santos/,,
" PS terceirizado em SP tem insetos, infiltração e ‘gato’ na fiação ",29/08/2017,"Unidade em Santo Amaro, gerida pela Organização Social Santa Casa de Misericórdia, oferece estrutura precária aos 14 mil pacientes atendidos todo mês, denuncia reportagem",https://www.ataqueaoscofrespublicos.com/noticias/ps-terceirizado-em-sp-tem-insetos-infiltracao-e-gato-na-fiacao/,,SP
 Servidores de Curitiba protestam contra organizações sociais na saúde e educação ,29/08/2017,Terceirização foi aprovada em tempo recorde com a administração municipal iludindo a população ao defender que medida dará maior agilidade e eficiência ao serviço.,https://www.ataqueaoscofrespublicos.com/noticias/servidores-de-curitiba-protestam-contra-organizacoes-sociais-na-saude-e-educacao/,,PR;RJ;SP
 Coluna destaca contas reprovadas da Oscip Asppe e Prefeitura de Santos ,29/08/2017,Terceirização firmada em 2011 e 2012 teve irregularidades que fizeram o Tribunal de Contas determinar a devolução de R$ 486 mil,https://www.ataqueaoscofrespublicos.com/noticias/coluna-destaca-contas-reprovadas-da-oscip-asppe-e-prefeitura-de-santos/,,
 OS Revolução atrasa pagamentos de funcionários da saúde de Caçapava ,28/08/2017,Trabalhadores fizeram protesto na semana passada para exigir benefícios em dia,https://www.ataqueaoscofrespublicos.com/noticias/os-revolucao-atrasa-pagamentos-de-funcionarios-da-saude-de-cacapava/,,SP
 Em UPA gerenciada pela ABBC falta de tudo ,28/08/2017,Organização social que atua na unidade de Bragança Paulista é novamente alvo de indignação em redes sociais,https://www.ataqueaoscofrespublicos.com/noticias/em-upa-gerenciada-pela-abbc-falta-de-tudo/,,SP
 Fundação do ABC coleciona mais problemas na UPA de Santos ,28/08/2017,"Usuários seguem insatisfeitos, enquanto Governo se prepara para renovar o contrato
de terceirização",https://www.ataqueaoscofrespublicos.com/noticias/fundacao-do-abc-coleciona-mais-problemas-na-upa-de-santos/,,
 OSs da Saúde Goiana são acusadas de fraudes trabalhistas ,25/08/2017,Ministério do Trabalho aponta fraudes milionárias sendo praticadas há anos contra trabalhadores de hospitais terceirizados no Estado e contra os cofres públicos ,https://www.ataqueaoscofrespublicos.com/noticias/oss-da-saude-goiana-sao-acusadas-de-fraudes-trabalhistas/,,GO
 Porque lamentar uma oscip no contraturno das escolas de São Vicente ,25/08/2017,Programa de Jornada Ampliada anunciado pela Prefeitura terá mais do mesmo: terceirização e precarização da força de trabalho; burla ao concurso público; muito dinheiro para entidades; pouca transparência e menor qualidade,https://www.ataqueaoscofrespublicos.com/noticias/porque-lamentar-uma-oscip-no-contraturno-das-escolas-de-sao-vicente/,,
 Terceirização da saúde: ex-prefeito e vereadores de Foz do Iguaçú são alvos de conduções coercitivas ,25/08/2017,"Segundo o MP, em 2014 e em 2015, plantões médicos fictícios beneficiaram uma empresa credenciada junto à prefeitura e serviram para complementar salários de  agentes públicos, inclusive do ex-prefeito.",https://www.ataqueaoscofrespublicos.com/noticias/terceirizacao-da-saude-ex-prefeito-e-vereadores-de-foz-do-iguacu-sao-alvos-de-conducoes-coercitivas/,Operação Pecúlio,PR
 O que a terceirização tem a ver com a redução dos atendimentos pela Capep-Saúde em Santos ,24/08/2017,"Segundo Sindserv, presidente da Capep estaria forçando a interrupção do atendimento. Enquanto isso, prefeitura deve para a autarquia, mas mantém pagamentos às OSs em dia. ",https://www.ataqueaoscofrespublicos.com/noticias/o-que-terceirizacao-tem-ver-com-reducao-dos-atendimentos-pela-capep-saude-em-santos/,,
" Ministério Público mira entidade gestora de Hospital em Taquara, no RS ",24/08/2017,"Promotoria ingressou com ação na Justiça Federal contra Prefeitura, Instituto Vida e governo do Estado. Entidade forjou ser OS e hoje situação do hospital é lastimável.",https://www.ataqueaoscofrespublicos.com/noticias/ministerio-publico-mira-entidade-gestora-de-hospital-em-taquara-no-rs/,,RS;AC
 MPF diz que OSs não cumprem normas de transparência em Pernambuco ,23/08/2017,Inquérito foi aberto para investigar redução de leitos e serviços. Procuradora cobra mais transparência das organizações sociais responsáveis pela gestão terceirizada de unidades públicas. ,https://www.ataqueaoscofrespublicos.com/noticias/mpf-diz-que-oss-nao-cumprem-normas-de-transparencia-em-pernambuco/,,PE
 OS dá calote em funcionários demitidos há três meses em Campinas ,23/08/2017,"Demitidos estão sem verbas rescisórias e funcionários da ativa não estão recebendo direitos como Férias, recolhimento do FGTS e INSS; Cremesp abriu sindicância para apurar irregularidades.",https://www.ataqueaoscofrespublicos.com/noticias/os-da-calote-em-funcionarios-demitidos-ha-tres-meses-em-campinas/,,SP
 Esquema com OS: MP e Polícia cumprem mandado em casa de ex-secretário de Saúde do DF ,23/08/2017,Joaquim Barros e ex-dirigentes da Organização Social Cruz Vermelha são suspeitos de fraude em duas UPAs com gestão terceirizadas,https://www.ataqueaoscofrespublicos.com/noticias/esquema-com-os-mp-e-policia-cumprem-mandado-em-casa-de-ex-secretario-de-saude-do-df/,Operação Genebra,DF;RJ
 Governo do Amazonas e OS são acusados de superfaturar cirurgias ,21/08/2017,Prejuízos aos cofres estaduais chegam a R$ 8 milhões,https://www.ataqueaoscofrespublicos.com/noticias/governo-do-amazonas-e-os-sao-acusados-de-superfaturar-cirurgias/,Operação Maus Caminhos,AM;SP
" O Programa Escola Total, a terceirização e os riscos às crianças ",21/08/2017,Acusado de pedofilia trabalhava com milhares de crianças em projeto de ensino em tempo integral da Prefeitura de Santos na educação,https://www.ataqueaoscofrespublicos.com/noticias/o-programa-escola-total-terceirizacao-e-os-riscos-as-criancas/,,
 Na UPA Central equipes são reduzidas e trabalhadores têm menos direitos ,21/08/2017,Sobrecarga de trabalho reflete em demora no atendimento e muita insatisfação por parte dos usuários,https://www.ataqueaoscofrespublicos.com/noticias/na-upa-central-equipes-sao-reduzidas-e-trabalhadores-tem-menos-direitos/,,
 Prefeitura deverá gastar mais com contratação terceirizada de agentes de endemias ,21/08/2017,Conselheiros de Saúde questionam edital que envolve valores mais altos e redução de profissionais,https://www.ataqueaoscofrespublicos.com/noticias/prefeitura-devera-gastar-mais-com-contratacao-terceirizada-de-agentes-de-endemias/,,
 OSs no Esporte de Barueri deixam rastro de problemas ,18/08/2017,"Depois de péssimas experiências com Instituto Hygia, na saúde, e com o Grêmio Recreativo de Barueri (GRB), no esporte, Prefeitura traz nova OS para a Cidade e gera impasse com trabalhadores",https://www.ataqueaoscofrespublicos.com/noticias/oss-no-esporte-de-barueri-deixam-rastro-de-problemas/,,SP
 Estudantes reagem contra a terceirização na Educação da Paraíba ,18/08/2017,"Jovens ocuparam, nesta quinta-feira (17), as galerias da Assembleia Legislativa do Estado para protestar contra terceirização na Educação ",https://www.ataqueaoscofrespublicos.com/noticias/estudantes-reagem-contra-terceirizacao-na-educacao-da-paraiba/,,PB
 TCE deve anunciar semana que vem sua posição sobre a PPP no Hospital de Cubatão ,17/08/2017,Pedido de suspensão do edital de chamamento das empresas interessadas foi protocolado no órgão na semana passada. ,https://www.ataqueaoscofrespublicos.com/noticias/tce-deve-anunciar-semana-que-vem-sua-posicao-sobre-a-ppp-no-hospital-de-cubatao/,,
 Funcionários da FUABC em Mauá e Santo André protestam contra dívidas trabalhistas ,17/08/2017,Atraso nos pagamentos e falta de quitação das rescisões estão entre os motivos das queixas,https://www.ataqueaoscofrespublicos.com/noticias/funcionarios-da-fuabc-em-maua-e-santo-andre-protestam-contra-dividas-trabalhistas/,,
 Justiça mantém bens de ex-secretário de Saúde de Araçatuba bloqueados ,15/08/2017,"Ele é acusado de improbidade administrativa por conta de contratos com OSs que geraram um prejuízo de pelo menos R$ 8,5 milhões na saúde",https://www.ataqueaoscofrespublicos.com/noticias/justica-mantem-bens-de-ex-secretario-de-saude-de-aracatuba-bloqueados/,,SP
 Câmara de Campinas investiga demissões e gestão de OS em Hospital ,15/08/2017,"Falta o básico na unidade, que compreende também um Pronto-Socorro",https://www.ataqueaoscofrespublicos.com/noticias/camara-de-campinas-investiga-demissoes-e-gestao-de-os-em-hospital/,,
 Atendimento na UPA recebe avalanche de críticas ,14/08/2017,Sobram queixas dos usuários da unidade diante do descaso da empresa e da Prefeitura.,https://www.ataqueaoscofrespublicos.com/noticias/atendimento-na-upa-recebe-avalanche-de-criticas/,,
 Conheça quais são as empresas que podem disputar a PPP do Hospital de Cubatão ,14/08/2017,Prefeitura de Cubatão bancará R$ 48 milhões para empresa lucrar com Hospital Municipal,https://www.ataqueaoscofrespublicos.com/noticias/conheca-quais-sao-as-empresas-que-podem-disputar-ppp-do-hospital-de-cubatao/,,SP;AL;RJ;MG;MT
 Edital de PPP para o Hospital de Cubatão é questionado ,11/08/2017,Especialista em PPP diz que há sete falhas no chamamento de entidades interessadas em gerenciar o Hospital Dr. Luis Camargo da Fonseca e Silva,https://www.ataqueaoscofrespublicos.com/noticias/edital-de-ppp-para-o-hospital-de-cubatao-e-questionado/,,AC
" Terceirização de OS na Educação pode causar danos irreparáveis, diz juiz ",10/08/2017,Magistrado aponta a falta de capacidade e de qualificação técnica de organização social contratada para prestar o serviço em uma unidade do Instituto Tecnológico do Estado (Itego),https://www.ataqueaoscofrespublicos.com/noticias/terceirizacao-de-os-na-educacao-pode-causar-danos-irreparaveis-diz-juiz/,,GO
" Após encerramento de contrato com OS, consórcio intermunicipal assume hospital ",09/08/2017,Antiga OS era investigada por diversas irregularidades e desvios. ,https://www.ataqueaoscofrespublicos.com/noticias/apos-encerramento-de-contrato-com-os-consorcio-intermunicipal-assume-hospital/,,SC;MT
 FUABC deixou hospital de Osasco sem detetização por anos ,09/08/2017,A OS não teve o contrato de gestão renovado por conta das muitas reclamações de que os altos repasses não correspondiam ao serviço prestado. ,https://www.ataqueaoscofrespublicos.com/noticias/httpswww-facebook-comvini-herzogposts1341191302667136/,,
 Justiça determina suspensão de contrato com OS selecionada para gerir educação em Goiás ,08/08/2017,Ministério Público aponta a falta de qualificação da organização social para prestar o serviço em uma unidade do Instituto Tecnológico do Estado de Goiás (Itego),https://www.ataqueaoscofrespublicos.com/noticias/justica-determina-suspensao-de-contrato-com-os-selecionada-para-gerir-educacao-em-goias/,,GO
 São José do Calçado terá protesto contra terceirização de hospital estadual ,08/08/2017,Categoria denuncia a precarização da unidade como estratégia para justificar a contratação de OSs,https://www.ataqueaoscofrespublicos.com/noticias/sao-jose-do-calcado-tera-protesto-contra-terceirizacao-de-hospital-estadual/,,ES
 Prefeitura de Cubatão bancará R$ 48 milhões para empresa lucrar com Hospital Municipal ,07/08/2017,Edital para escolher a instituição que será beneficiada pela PPP da unidade foi publicado no último dia 5. ,https://www.ataqueaoscofrespublicos.com/noticias/prefeitura-de-cubatao-bancara-r-48-milhoes-para-empresa-lucrar-com-hospital-municipal/,,
 FUABC não cumpre metas na saúde de Guarulhos ,07/08/2017,"Contratada para gerir quatro unidades, OS reduziu médicos e profissionais das equipes e continuou recebendo o mesmo valor",https://www.ataqueaoscofrespublicos.com/noticias/fuabc-nao-cumpre-metas-na-saude-de-guarulhos/,,
 R$ 120 milhões para a Baixada: OSs vão botar a mão na maior parte do dinheiro ,07/08/2017," 
Verba federal para área de média e alta complexidade na saúde ainda não tem prazo para ser liberada",https://www.ataqueaoscofrespublicos.com/noticias/r-120-milhoes-para-baixada-oss-vao-botar-mao-na-maior-parte-do-dinheiro/,,AL;AM;BA;MT;PR;RJ;SC;SP
 UPA de Santos aprovada pela população? Mais uma do governo que tem um prefeito apelidado de Pinóquio ,04/08/2017,"O Diário Oficial traz uma pesquisa com informações que não correspondem aos fatos retratados semanalmente na imprensa local. Fatos que mostram problemas no atendimento, na infraestrutura e na gestão ",https://www.ataqueaoscofrespublicos.com/noticias/upa-de-santos-aprovada-pela-populacao-mais-uma-do-governo-que-tem-um-prefeito-apelidado-de-pinoquio/,,
 INDSH é alvo de auditoria especial por indícios de irregularidades em MT ,04/08/2017,Organização Social passou por intervenção quando administrou o Hospital de Sorriso. Governo verificou que houve piora no atendimento e não cumprimento de metas contratuais.,https://www.ataqueaoscofrespublicos.com/noticias/indsh-e-alvo-de-auditoria-especial-por-indicios-de-irregularidades-em-mt/,,MT
 Promotor de Goiás pede suspensão de dois contratos entre Estado e OSs por irregularidades na qualificação ,03/08/2017,"Governo não checou se entidades possuem capacidade profissional na área correlata aos contratos, que é a Educação. Há componentes de um dos institutos qualificados como professores que sequer têm formação no setor. ",https://www.ataqueaoscofrespublicos.com/noticias/promotor-de-goias-pede-suspensao-de-dois-contratos-entre-estado-e-oss-por-irregularidades-na-qualificacao/,,
 Trabalhadores da FUABC em Santo André fazem protesto nesta quinta ,03/08/2017,Os funcionários já estão em estado de greve porque que Organização Social se recusa a recompor as perdas inflacionárias dos últimos dois anos nos salários,https://www.ataqueaoscofrespublicos.com/noticias/trabalhadores-da-fuabc-em-santo-andre-fazem-protesto-nesta-quinta/,,SC
 Movimento lança plebiscito sobre privatizações planejadas por João Dória ,03/08/2017,"Projeto que autoriza de forma genérica a entrega de parques e mercados públicos para empresas já foi aprovado em primeira discussão, na calada da madrugada.",https://www.ataqueaoscofrespublicos.com/noticias/movimento-lanca-plebiscito-sobre-privatizacoes-planejadas-por-joao-doria/,,SP
" Hospital de Mauá, controlado pela FUABC, será alvo de auditoria ",02/08/2017,Esforço é para enxurgar gastos; mas há informações de que demissões seguidas de novas contratações emergenciais por indicações políticas estão por vir.,https://www.ataqueaoscofrespublicos.com/noticias/hospital-de-maua-controlado-pela-fuabc-sera-alvo-de-auditoria/,,SP
" “Os OSs são perigosas” diz o prefeito do Rio, Marcelo Crivella ",02/08/2017,"Afirmação vem um dia após os jornais noticiarem que por conta de mudanças nos contratos de gestão do Rio, clínicas da família podem ser fechadas. ",https://www.ataqueaoscofrespublicos.com/noticias/os-oss-sao-perigosas-diz-o-prefeito-do-rio-marcelo-crivella/,,RJ
" As “OSs do secretário David Uip”, a metropolização da saúde e o cinismo dos nossos representantes ",02/08/2017,"Artigo publicado no Jornal Diário do Litoral de terça (1º), assinado por Paulo Schiff, gera perguntas importantes sobre as mazelas da saúde. ",https://www.ataqueaoscofrespublicos.com/noticias/as-oss-do-secretario-david-uip-a-metropolizacao-da-saude-e-o-cinismo-dos-nossos-representantes/,,
 Funcionários de OS responsável por Clínicas da Família no Rio protestam ,01/08/2017,"Protesto acontece após anúncio de mudança de contrato de gestão com a Iabas. A entidade, acusada de comprar remédios a preços inflados no passado, hoje pode ter que enxugar custos demitindo funcionários.",https://www.ataqueaoscofrespublicos.com/noticias/funcionarios-de-os-responsavel-por-clinicas-da-familia-no-rio-protestam/,,RJ
 Dono de OS e advogada não conseguem reduzir fiança para sair da prisão ,01/08/2017,A dupla foi presa no ano passado acusados de comandarem organização criminosa que desviava recursos da saúde do Amazonas por meio de contratos com a OS Instituto Novos Caminhos,https://www.ataqueaoscofrespublicos.com/noticias/dono-de-os-e-advogada-nao-conseguem-reduzir-fianca-para-sair-da-prisao/,,AM;DF
 Na UPA terceirizada de Santos idosa aguardou vaga por cinco dias sem alimentação ,01/08/2017,"Segundo a neta da paciente de 78 anos, apenas soro na veia foi administrado",https://www.ataqueaoscofrespublicos.com/noticias/na-upa-terceirizada-de-santos-idosa-aguardou-vaga-por-cinco-dias-sem-alimentacao/,,
 Retrocesso: ISG deve assumir Hospital de Itanhaém ,31/07/2017,Justiça abre caminho para o Governo do Estado implantar mais uma terceirização na saúde,https://www.ataqueaoscofrespublicos.com/noticias/retrocesso-isg-deve-assumir-hospital-de-itanhaem/,,SP;RJ;GO;BA;MT
 Oscip é condenada a devolver quase R$ 7 milhões aos cofres de Guarujá ,31/07/2017,Dez anos se passaram após a entidade embolsar o dinheiro sem prestar contas corretamente. Até hoje a verba não foi recuperada.,https://www.ataqueaoscofrespublicos.com/noticias/oscip-e-condenada-devolver-quase-r-7-milhoes-aos-cofres-de-guaruja/,,SP
 Gaeco prende oito pessoas ligadas a OS por desvio de recursos em Criciúma (SC) ,28/07/2017,"Prejuízo para os cofres públicos é de pelo menos R$ 1,5 milhão, segundo Ministério Público. ",https://www.ataqueaoscofrespublicos.com/noticias/gaeco-prende-oito-pessoas-ligadas-os-por-desvio-de-recursos-em-criciuma-sc/,,SC
 Dívida da FUABC ameaça alimentação em hospital terceirizado pela OS de Mauá ,28/07/2017,Entidade não paga empresa fornecedora responsável pela alimentação dos pacientes do Hospital de Clínicas Doutor Radamés Nardini,https://www.ataqueaoscofrespublicos.com/noticias/divida-da-fuabc-ameaca-alimentacao-em-hospital-terceirizado-pela-os-de-maua/,,MG
 Vereadora cobra ações para sanar problemas na UPA de Santos ,27/07/2017,“Problemas de gestão” foi a desculpa do Governo para responder às reclamações dos usuários.,https://www.ataqueaoscofrespublicos.com/noticias/vereadora-cobra-acoes-para-sanar-problemas-na-upa-de-santos/,,
 OI? Instituto criado por atual diretor vai gerir Teatro Municipal ,27/07/2017,"Um instituto fundado pelo atual diretor artístico do Teatro Municipal de São Paulo, Cleber Papa, venceu edital para administrar o espaço até 2018. O equipamento cultural, um dos mais importantes da cidade, terá orçamento de R$ 577 milhões até 2021.",https://www.ataqueaoscofrespublicos.com/noticias/oi-instituto-criado-por-atual-diretor-vai-gerir-teatro-municipal/,,SP
 Operação Rêmora: membros da OS Idac e mais três são denunciados por desvio de R$ 18 milhões da saúde ,27/07/2017,"De acordo com a denúncia, parte dos recursos públicos desviados foi direcionada para pessoas vinculadas ao Partido Social Democrata Cristão (PSDC)",https://www.ataqueaoscofrespublicos.com/noticias/operacao-remora-membros-da-os-idac-e-mais-tres-sao-denunciados-por-desvio-de-r-18-milhoes-da-saude/,,MA
 Contrato entre Estado e a OS Cruzada Bandeirante São Camilo está irregular ,26/07/2017,Terceirização de AME de Carapicuíba foi feito sem chamamento público e contrariando a Constituição,https://www.ataqueaoscofrespublicos.com/noticias/contrato-entre-estado-e-os-cruzada-bandeirante-sao-camilo-esta-irregular/,,
 MT avança na retomada dos hospitais regionais para administração direta ,25/07/2017,"Por meio de um grupo de trabalho, Estado está banindo os contratos com Organizações Sociais que tantos prejuízos causaram à população ",https://www.ataqueaoscofrespublicos.com/noticias/mt-avanca-na-retomada-dos-hospitais-regionais-para-administracao-direta/,,MT
 Reviravolta judicial no Hospital de Itanhaém ,25/07/2017,"TRT anula efeitos da liminar que interrompia a terceirização para a OS ISG, entidade privada com histórico manchado. ",https://www.ataqueaoscofrespublicos.com/noticias/reviravolta-judicial-no-hospital-de-itanhaem/,,SP
 Calote trabalhista do Instituto Hygia obriga Prefeitura a arcar com prejuízo ,24/07/2017,"Organização social não pagou rescisões trabalhistas de funcionários em Hospital de Barueri, na Região Metropolitana de São Paulo. ",https://www.ataqueaoscofrespublicos.com/noticias/calote-trabalhista-do-instituto-hygia-obriga-prefeitura-arcar-com-prejuizo/,,SP
 OS Plural segue na berlinda em São Vicente ,24/07/2017,Contrato de terceirização celebrado no Governo Bili foi julgado irregular por encarecer os serviços sem comprovar melhoria,https://www.ataqueaoscofrespublicos.com/noticias/os-plural-segue-na-berlinda-em-sao-vicente/,,
" OSCs, uma nova versão da terceirização na Educação de Santos ",24/07/2017,"Governo vai destinar quase R$ 50 milhões para Organizações da Sociedade Civil, que atuarão como creches e unidades de Pré-Escola",https://www.ataqueaoscofrespublicos.com/noticias/oscs-uma-nova-versao-da-terceirizacao-na-educacao-de-santos/,,GO;PB
 Ratos invadem em hospital terceirizado no Rio ,21/07/2017,Funcionários denunciam a presença de roedores na cozinha da unidade; OS alega que foi em depósito. ,https://www.ataqueaoscofrespublicos.com/noticias/ratos-invadem-em-hospital-terceirizado-no-rio/,,
 Funcionários da OS Fundação do ABC entram em estado de greve ,21/07/2017,Há dois anos a empresa não reajusta nem mesmo a inflação para trabalhadores terceirizados que prestam serviços em unidades públicas. ,https://www.ataqueaoscofrespublicos.com/noticias/funcionarios-da-os-fundacao-do-abc-entram-em-estado-de-greve/,,SP
" Com OS, custo da gestão de hospital em Itanhaém quase dobra ",21/07/2017,"Segundo Secretaria de Saúde, aumento é decorrente de ampliação do equipamento; Sindicato da Saúde discorda",https://www.ataqueaoscofrespublicos.com/noticias/com-os-custo-da-gestao-de-hospital-em-itanhaem-quase-dobra/,,SP;BA
 Dono da Unilus não consegue incriminar sindicalista após ato contra a terceirização ,21/07/2017,Nelson Teixeira alegava ter sido ofendido em manifestação por orientação do presidente do SINDSERV; juíz julgou acusação improcedente ,https://www.ataqueaoscofrespublicos.com/noticias/dono-da-unilus-nao-consegue-incriminar-sindicalista-apos-ato-contra-a-terceirizacao/,,
 OS da área de Recursos Hídricos lesa em R$ 800 mil os cofres do Ceará ,20/07/2017,"Informação é do Tribunal de Contas do Estado, que mandou Instituto Agropolos, contratado pela Secretaria de Recursos Hídricos, devolver o dinheiro. ",https://www.ataqueaoscofrespublicos.com/noticias/os-da-area-de-recursos-hidricos-lesa-em-r-800-mil-os-cofres-do-ceara/,,CE
 Leitor reclama de atendimento na UPA de Santos ,20/07/2017,"No Jornal Expresso Popular, idoso denuncia a falta de emprenho e de respeito dos funcionários que atuam na unidade terceirizada para a Fundação do ABC ",https://www.ataqueaoscofrespublicos.com/noticias/leitor-reclama-de-atendimento-na-upa-de-santos/,,
 Cubatão tem 8 mortes em 13 dias em unidades de saúde terceirizadas ,20/07/2017,"Além da resposta padrão de que os casos serão investigados, prefeito diz que solução será mais terceirização",https://www.ataqueaoscofrespublicos.com/noticias/cubatao-tem-8-mortes-em-13-dias-em-unidades-de-saude-terceirizadas/,,
 Ex-prefeito de cidade mineira é condenado a 18 anos de prisão por desvios via entidade ,19/07/2017,O acusado utilizou recibos e nota fiscal falsos para simular que repassou recursos a uma conveniada. Os desvios envolveram recursos da União. ,https://www.ataqueaoscofrespublicos.com/noticias/ex-prefeito-de-cidade-mineira-e-condenado-a-18-anos-de-prisao-por-desvios-via-entidade/,,MG
" Atuando por OS e Fundação Municipal, médico assina aditamento de contrato de terceirização ",19/07/2017,Dúvida é se profissional teria usado o cargo para beneficiar entidade onde presta serviço,https://www.ataqueaoscofrespublicos.com/noticias/atuando-por-os-e-fundacao-municipal-medico-assina-aditamento-de-contrato-de-terceirizacao/,,
 Até tucanos estão denunciando a bandalheira das OSs na Saúde ,19/07/2017,"Prestes a assumir hospital no Espírito Santo, IGH é alvo de denúncias. ",https://www.ataqueaoscofrespublicos.com/noticias/ate-tucanos-estao-denunciando-bandalheira-das-oss-na-saude/,,ES;PI;GO
 Advogado fala sobre as OSs e os problemas na Baixada Santista ,18/07/2017,"Roberto Mohamed participou do Programa Hora Geral, da Santa Cecilia TV.",https://www.ataqueaoscofrespublicos.com/noticias/advogado-fala-sobre-as-oss-e-os-problemas-na-baixada-santista/,,
 MP apresenta mais 8 denúncias contra envolvidos na Operação Maus Caminhos ,17/07/2017,"Médico Mouhamed Moustafa, dono da Organização Social Novos Caminhos, está entre denunciados por desviar milhões da Saúde do Amazonas.",https://www.ataqueaoscofrespublicos.com/noticias/mp-apresenta-mais-8-denuncias-contra-envolvidos-na-operacao-maus-caminhos/,Operação Maus Caminhos,AM
 TCE condena terceirização do Programa de Saúde da Família em Santos ,17/07/2017,Entidade que atua como fornecedora de mão de obra terá de devolver quase meio milhão de reais,https://www.ataqueaoscofrespublicos.com/noticias/tce-condena-terceirizacao-do-programa-de-saude-da-familia-em-santos/,,SP
 Tribunal de Contas reforça irregularidade da terceirização em PS de Praia Grande ,17/07/2017,"Segundo decisão, Fundação do ABC e ex-prefeito não conseguiram provar que contratação da organização social trouxe vantagem para o município",https://www.ataqueaoscofrespublicos.com/noticias/tribunal-de-contas-reforca-irregularidade-da-terceirizacao-em-ps-de-praia-grande/,,SP
" TCM conclui: duas OSs causaram um prejuízo de R$ 30,1 milhões no Rio ",14/07/2017,Esse foi o desperdício em pouco mais de um ano. Com essa quantia seria possível bancar o pleno funcionamento de um hospital do tamanho do Souza Aguiar durante 12 meses.,https://www.ataqueaoscofrespublicos.com/noticias/tcm-conclui/,,SP
 Erro médico e morte de bebê em UPA terceirizada são investigados ,14/07/2017,Família da criança denuncia a unidade da Zona Norte do Rio por diagnosticar e  tratar a criança de forma equivocada. Polícia e Secretaria de Saúde estão apurando.,https://www.ataqueaoscofrespublicos.com/noticias/erro-medico-e-morte-de-bebe-em-upa-terceirizada-sao-investigados/,,RJ
